id	name
9318	Windows Server 2008 for x64-based Systems Service Pack 2
9318	Windows Server 2008 for x64-based Systems Service Pack 2 
9344	Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)
6257	Windows Server 2008 R2 for Itanium-Based Systems
6257	Windows Server 2008 R2 for Itanium-Based Systems 
10050	Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1
10050	Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1 
10051	Windows Server 2008 R2 for x64-based Systems
9351	Windows Server 2008 R2 for x64-based Systems 
9488	Windows Server 2008 R2 for x64-based Systems (Server Core installation)
9488	Windows Server 2008 R2 for x64-based Systems (Server Core installation) 
10051	Windows Server 2008 R2 for x64-based Systems Service Pack 1
10051	Windows Server 2008 R2 for x64-based Systems Service Pack 1 
10049	Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)
10378	Windows Server 2012
10378	Windows Server 2012 
10379	Windows Server 2012 (Server Core installation)
10379	Windows Server 2012 (Server Core installation) 
10379	Windows Server 2012 (Server Core installation) (KB2789649)
10483	Windows Server 2012 R2
10543	Windows Server 2012 R2 (Server Core installation)
10283	Windows Server 2012 Release Candidate
10306	Windows Server 2012 Release Candidate (Server Core installation)
1634	Windows Vista Service Pack 1
4393	Windows Vista Service Pack 2
4393	Windows Vista Service Pack 2 
4393	Windows Vista with Windows Media Center TV Pack (32-bit editions)
9316	Windows Vista with Windows Media Center TV Pack (64-bit editions)
8832	Windows Vista x64 Edition Service Pack 1
9316	Windows Vista x64 Edition Service Pack 2
9316	Windows Vista x64 Edition Service Pack 2 
3126	Windows XP Professional x64 Edition Service Pack 2
3700	Windows XP Service Pack 3
3700	Windows XP Service Pack 3 
9328	Windows XP Service Pack 3 (Media Center Edition only)
9318	wmv9vcm.dll (codec)
9432	Word Automation Services
